year,age,sex,race,indicator,value,lower,upper,unit,source,category,subcategory,description
2019,Overall,Overall,Overall,Driving Alone To Work,0.8243943855,0.8125351758,0.8362535952,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Drug Overdose Deaths,8.9949306182,7,11.4,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Overall,Excessive Drinking,0.1802025608,0.1732306329,0.1873452147,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2019,Overall,Overall,Overall,Firearm Fatalities,10.7,8.8,12.5,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Black,Flu Vaccinations,0.35,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Flu Vaccinations,0.4,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,White,Flu Vaccinations,0.49,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Overall,Flu Vaccinations,0.46,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Overall,Food Environment Index,5.5,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Food Insecurity,0.189,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Frequent Mental Distress,0.1209007263,0.1181393365,0.1237342303,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Frequent Physical Distress,0.1206803023,0.1176662727,0.1238498217,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,HIV Prevalence,201.9,NA,NA,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2019,Overall,Overall,Overall,High School Graduation,0.907,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Homeownership,0.5797660076,0.5697112083,0.589820807,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Homicides,4.5,3.5,5.6,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Overall,Income Inequality,5.1083465399,4.8572824377,5.359410642,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Black,Infant Mortality,13.808340238,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Infant Mortality,4.7066549912,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,White,Infant Mortality,6.2175204157,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Overall,Infant Mortality,6.8196939454,5.8,7.9,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Overall,Injury Deaths,55.294173133,51.1,59.5,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Overall,Insufficient Sleep,0.320149894,0.3109941458,0.3287815354,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2019,Overall,Overall,Black,Life Expectancy,73.657623783,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Life Expectancy,82.463786542,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,White,Life Expectancy,78.164004802,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Life Expectancy,78.144259069,77.77478976,78.513728377,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Limited Access To Healthy Foods,0.2017362248,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Long Commute - Driving Alone,0.169,0.1572651907,0.1807348093,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Black,Low Birth Weight,0.1375031654,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Low Birth Weight,0.0705059841,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,White,Low Birth Weight,0.0718578521,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Low Birth Weight,0.0823219649,0.0788666039,0.0857773258,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Black,Mammography Screening,0.4,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Mammography Screening,0.33,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,White,Mammography Screening,0.43,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Mammography Screening,0.42,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Black,Median Household Income,27363,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Median Household Income,36114,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,White,Median Household Income,57261,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Median Household Income,47306,44200.978723,50411.021277,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Mental Health Providers,0.0014686041,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Overall,Motor Vehicle Crash Deaths,13.883543432,12.1,15.7,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Overall,Other Primary Care Providers,7.044524e-4,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Overall,Physical Inactivity,0.24,0.194,0.292,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Poor Mental Health Days,3.8109577009,3.6711944082,3.9450880561,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Poor Or Fair Health,0.2009631077,0.1949622691,0.2070710109,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Poor Physical Health Days,3.8927713272,3.7571831173,4.0326213182,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Population,251259,NA,NA,Raw Count,CHR,Demographics,No Subcategory,No Description
2019,Overall,Overall,Black,Premature Age-Adjusted Mortality,586.56896101,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Premature Age-Adjusted Mortality,285.43512699,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,White,Premature Age-Adjusted Mortality,385.20746726,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Overall,Premature Age-Adjusted Mortality,389.2,374.9,403.5,Raw Count,CHR,Mortality,No Subcategory,No Description
2019,Overall,Overall,Black,Premature Death,11514.236244,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Premature Death,5244.3358993,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,White,Premature Death,7300.8926091,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Premature Death,7327.7960132,6955.9652953,7699.6267311,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Black,Preventable Hospital Stays,8818,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Preventable Hospital Stays,5242,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,White,Preventable Hospital Stays,5581,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Overall,Preventable Hospital Stays,5855,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Overall,Primary Care Physicians,7.461663e-4,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Overall,Residential Segregation - Black/white,43.782390016,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Residential Segregation - Non-White/white,35.225790551,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Severe Housing Cost Burden,0.1581535776,0.1464135433,0.1698936119,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Severe Housing Problems,0.1882563098,0.1771092995,0.1994033201,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Sexually Transmitted Infections,738,NA,NA,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2019,Overall,Overall,Overall,Social Associations,11.857994466,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Some College,0.5941241403,0.5688087921,0.6194394885,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Black,Teen Births,53.409385533,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Hispanic,Teen Births,54.008359555,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,White,Teen Births,21.51953146,NA,NA,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Teen Births,35.648160942,34.3,37,Raw Count,CHR,Population Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Unemployment,0.0384931495,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2019,Overall,Overall,Overall,Uninsured,0.1840843673,0.1685950056,0.199573729,Raw Count,CHR,No Category,No Subcategory,No Description
2019,Overall,Overall,Overall,Uninsured Adults,0.2146138446,0.1955500148,0.2336776743,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Overall,Uninsured Children,0.1144650091,0.0894437325,0.1394862857,Raw Count,CHR,Access to Care,No Subcategory,No Description
2019,Overall,Overall,Overall,Violent Crime,422.89142211,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2018,Overall,Overall,Overall,% 65 And Older,0.1393516016,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2018,Overall,Overall,Overall,% American Indian Or Alaska Native,0.011450628,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2018,Overall,Overall,Overall,% Asian,0.0171053587,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2018,Overall,Overall,Overall,% Female,0.5122330943,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2018,Overall,Overall,Overall,% Hispanic,0.2583348794,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2018,Overall,Overall,Overall,% Native Hawaiian Or Other Pacific Islander,0.0010930328,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2018,Overall,Overall,Overall,% Non-Hispanic Black,0.1417070672,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2018,Overall,Overall,Overall,% Non-Hispanic White,0.5656908693,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2018,Overall,Overall,Overall,% Rural,0.2335189395,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2018,Overall,Overall,Overall,% Below 18 Years Of Age,0.2482152508,NA,NA,Percentage,CHR,Demographics,No Subcategory,No Description
2018,Overall,Overall,Overall,% Not Proficient In English,0.0398556008,0.0353611969,0.0443500047,Percentage,CHR,Demographics,No Subcategory,No Description
2018,Overall,Overall,Overall,Access To Exercise Opportunities,0.6592551914,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2018,Overall,Overall,Overall,Adult Obesity,0.306,0.255,0.359,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2018,Overall,Overall,Overall,Adult Smoking,0.1610226677,0.1551974807,0.1667711964,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2018,Overall,Overall,Overall,Air Pollution - Particulate Matter,9.6,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Overall,Alcohol-Impaired Driving Deaths,0.3113772455,0.2722822638,0.3508899232,Raw Count,CHR,Mortality,No Subcategory,No Description
2018,Overall,Overall,Black,Child Mortality,107.4785043,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2018,Overall,Overall,Hispanic,Child Mortality,45.699763699,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2018,Overall,Overall,White,Child Mortality,62.346426083,NA,NA,Raw Count,CHR,Mortality,No Subcategory,No Description
2018,Overall,Overall,Overall,Child Mortality,64.241680496,54.2,74.3,Raw Count,CHR,Mortality,No Subcategory,No Description
2018,Overall,Overall,Overall,Children Eligible For Free Or Reduced Price Lunch,0.6214724334,NA,NA,Raw Count,CHR,Childcare and Education,No Subcategory,No Description
2018,Overall,Overall,Black,Children In Poverty,0.4591464722,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2018,Overall,Overall,Hispanic,Children In Poverty,0.3477050826,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2018,Overall,Overall,White,Children In Poverty,0.1387810037,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2018,Overall,Overall,Overall,Children In Poverty,0.245,0.1973404255,0.2926595745,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2018,Overall,Overall,Overall,Children In Single-Parent Households,0.3737572216,0.3448252198,0.4026892233,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2018,Overall,Overall,Overall,Dentists,5.202998e-4,NA,NA,Raw Count,CHR,Access to Care,No Subcategory,No Description
2018,Overall,Overall,Black,Diabetes Monitoring,0.7905759162,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,White,Diabetes Monitoring,0.8120706575,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Overall,Diabetes Monitoring,0.808677686,0.7728485679,0.844506804,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Overall,Diabetes Prevalence,0.094,0.073,0.119,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Overall,Disconnected Youth,0.1119,NA,NA,Raw Count,CHR,Social Determinants of Health,No Subcategory,No Description
2018,Overall,Overall,Overall,Drinking Water Violations,1,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Black,Driving Alone To Work,0.7824155679,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Hispanic,Driving Alone To Work,0.7834234501,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,White,Driving Alone To Work,0.850480542,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Overall,Driving Alone To Work,0.8218690966,0.8177534245,0.8259847686,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Overall,Drug Overdose Deaths,8.2762812633,6.3,10.6,Raw Count,CHR,Mortality,No Subcategory,No Description
2018,Overall,Overall,Overall,Drug Overdose Deaths - Modeled,5,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Overall,Excessive Drinking,0.1802025608,0.1732306329,0.1873452147,Raw Count,CHR,Diseases and Lifestyle Conditions,No Subcategory,No Description
2018,Overall,Overall,Overall,Firearm Fatalities,9.03688198,7.3,10.7,Raw Count,CHR,Mortality,No Subcategory,No Description
2018,Overall,Overall,Overall,Food Environment Index,5.3,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Overall,Food Insecurity,0.198,NA,NA,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Overall,Frequent Mental Distress,0.1209007263,0.1181393365,0.1237342303,Raw Count,CHR,No Category,No Subcategory,No Description
2018,Overall,Overall,Overall,Frequent Physical Distress,0.1206803023,0.1176662727,0.1238498217,Raw Count,CHR,No Category,No Subcategory,No Description
